index,Title,Year,Database,DOI,Abstract,C1_dt,C2_validation,C3_abstract,C4_scope,abstract_words,bucket_v3,decision_v3_final,motif_v3_final
147,Digital Twin supporting Blockchain in construction supply chain: From bio-based materials to energy efficiency and L.C.A..,2023,IEEE Xplore | Scopus,10.1109/bigdata59044.2023.10386742,"The increasing recognition of environmental issues and the demand for sustainable solutions within the construction industry lead to a focus on sustainable practices and alternatives in research, starting with the reduction of energy requirements in European urban parks. The implementation of methodologies for predicting and managing environmental impacts is vital. One such methodology is Life Cycle Assessment (LCA), which, related to energy simulations in buildings, characterises a more sustainable construction practice that surpasses the notion of a green building. To attain further enhancement, building material choices based on physical, mechanical and chemical properties should be thoroughly examined. Finally, monitoring building interventions is crucial for planning maintenance and tracking their current status in real-time.This investigation seeks to contextualise the function of construction materials, specifically bio-based plant fibre materials, in scientific research. Additionally, it scrutinises the potential and limitations of incorporating cutting-edge technologies (Blockchain, AI, IoT, BIM, GIS, sensors, mathematical models) in generating a Digital Twin that cohesively collates all this data while adhering to the seven Keys.The proposed Digital Twin model's architectural framework will contribute to Smart Buildings in Smart Cities, where manufacturing companies, research bodies, and governmental institutions are committed to enhancing the quality of citizens' lives. The model's materials choice for energy efficiency is paramount. © 2024 Elsevier B.V., All rights reserved.",PASS,WEAK,PASS,FAIL,220,EXCLUDE_AUTO,EXCLURE,FAIL on C4_scope
148,From Smart to Intelligent: Energy Conservation Management of Air Conditioner System,2024,Scopus,10.1007/978-981-97-1949-5_96,"The construction industry has played a significant role in socio-economic progress while it has brought a large amount of energy consumption during its rapid development. During the whole life cycle of buildings, the energy consumption in operational phase accounts for over 80%, where the electricity consumption of Heating Ventilation and Air Conditioning (HVAC) system takes a large part. Research has been widely carried out on the energy conservation of air conditioner from the perspective of technological innovation and occupant behavior, however, few research focused on such a question during the use of air conditioner in winter: should the air conditioner be turned off from an energy-saving perspective when leaving room for a short time? In order to explore an energy-saving usage mode of air conditioner, this research selected an office as the experimental site and simulated the scenarios of turning off the air conditioner or not for a short leaving. Through five types of experiments and statistical analysis such as Shapiro–Wilk and Mann–Whitney U test, the “balance point” of energy consumption was found. Further, the future intelligent management of energy consumption of HVAC system based on the concept of Agent-based modeling and Digital twin were prospected. The results refuted the popular saying on the Internet and provided guidance for public to objectively understand this issue. A novel concept that combines physical model and data-driven simulation provides a possible solution to improve energy efficiency in buildings. © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,249,INCLUDE_AUTO,INCLURE,Tous criteres PASS
149,Edge AI for Object Recognition in Digital Twins: Enhancing Indoor Navigation and Bim Systems for Living Environments,2025,IEEE Xplore,10.1109/metrolivenv64961.2025.11106999,"This study investigates the use of Edge AI for object detection and tracking in living environments, aiming to enhance both building management and robotic navigation. In detail, this study explores the possibility of using deployable AI models from various pre-trained models used for object detection and tracking in indoor environments. The primary goal is to identify object recognition models that achieve high accuracy while remaining computationally efficient enough to be deployed on resourceconstrained edge devices, eliminating the need for cloud-based processing, while ensuring energy conservation. Importantly, the approach prioritizes user privacy by processing all data locally on edge microcontrollers, avoiding transmitting raw data over networks. These microcontrollers are selected for their costeffectiveness, energy efficiency, and capability to run advanced models. The study evaluates multiple pre-trained AI models, namely MobileNetV2 SSD FPN-Lite, FOMO (Faster Objects, More Objects), YOLO, and SSD, through the Edge Impulse platform. The results highlight FOMO as the best-performing model, achieving 100% accuracy with a memory footprint of less than 100 KB, making it well-suited for Edge AI applications. This approach ensures real-time detection of environmental changes and obstacles, safeguards user privacy by processing data locally and optimizes energy efficiency. Our findings demonstrate that Edge AI can be effectively leveraged to improve living environment robotic navigation and dynamic BIM updates while maintaining a lightweight computational footprint.",PASS,PASS,PASS,PASS,225,INCLUDE_AUTO,INCLURE,Tous criteres PASS
150,Modelling virtual sensors for real-time indoor comfort control,2023,Scopus | Web of Science,10.1016/j.jobe.2023.106040,"Increasing demands on indoor comfort in buildings and urgently needed energy efficiency measures require optimised HVAC systems in buildings. To achieve this, more extensive and accurate input data are required. This is difficult or impossible to accomplish with physical sensors. Virtual sensors, in turn, can provide these data; however, current virtual sensors are either too slow or too inaccurate to do so. The aim of our research was to develop a novel digital-twin workflow providing fast and accurate virtual sensors to solve this problem. To achieve a short calculation time and accurate virtual measurement results, we coupled a fast building energy simulation and an accurate computational fluid dynamics simulation. We used measurement data from a test facility as boundary conditions for the models and managed the coupling workflow with a customised simulation and data management interface. The corresponding simulation results were extracted for the defined virtual sensors and validated with measurement data from the test facility. In summary, the results showed that the total computation time of the coupled simulation was less than 10 min, compared to 20 h of the corresponding CFD models. At the same time, the accuracy of the simulation over five consecutive days was at a mean absolute error of 0.35 K for the indoor air temperature and at 1.2% for the relative humidity. This shows that the novel coupled digital-twin workflow for virtual sensors is fast and accurate enough to optimise HVAC control systems in buildings. © 2023 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,252,INCLUDE_AUTO,INCLURE,Tous criteres PASS
153,A high-fidelity digital twin predictive modeling of air-source heat pump using FCPM-SBLS algorithm,2024,Scopus | Web of Science,10.1016/j.jobe.2024.109082,"This paper proposes an innovative Digital Twin (DT) model to predict air-source heat pumps' (ASHP) coefficient of performance (COP) using a combination of fuzzy (c + p) means clustering (FCPM) and the stacked broad learning system (SBLS) algorithm (FCPM-SBLS). The SBLS algorithm is adopted to establish the structure of the DT model, considering the imperative of tracking real-time performance changes in ASHP applications. To enhance the fitting and generalization ability of the DT model, FCPM is employed to partition the dataset into subclasses, allowing for the creation of sub-models specifically tailored to each subclass. Moreover, an incremental-full evolution strategy of the DT model is proposed to track changes in ASHP performance. The DT model's validation is conducted using data collected at a railway passenger station. Results demonstrate that the FCPM-SBLS method has commendable predictive performance, with respective mean absolute error (MAE), mean absolute percentage error (MAPE), and root mean square error (RMSE) values of 0.045, 0.012, and 0.252. Additionally, the proposed evolution strategy ensures timely updates for tracking ASHP performance changes. Through analysis of the evolution performance of DT model straddling over years, the updated model shows a 63.1% decrease in MAPE compared to the non-updated model. This study is not only conducive to advancing DT modeling in the field of HVAC systems, but also has practical significance for improving the energy efficiency and performance monitoring of ASHP. © 2024 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,246,INCLUDE_AUTO,INCLURE,Tous criteres PASS
154,Optimizing office building operations: a framework for continuous dynamic energy simulations in decision-making for efficiency,2024,Scopus | Web of Science,10.3389/fbuil.2024.1405182,"Digital twins represent a promising approach for sustainable building operations and management in the context of the carbon neutrality goals of the European Union (EU). Using OpenStudio, an opensource platform for building energy modeling, we demonstrated the creation and editing of building digital twins. OpenStudio provides a user-friendly interface and extensive simulation capabilities, allowing detailed and accurate modeling of building components and systems. Using OpenStudio Measures, users can automate tasks and customize simulation models to optimize the building performance. The process of creating a building digital twin involves collecting historical data and accurately representing the building geometry; materials; schedules; and heating, ventilation, and air conditioning (HVAC) systems. Challenges such as data availability and model accuracy highlight the importance of modeling practices. Editing the digital twin involves modifying the OpenStudio model files and EnergyPlus weather files to simulate different building operation scenarios. Python programming language opportunities were considered for digital twin file modification. The potential of digital twins lies in their ability to simulate future building conditions and optimize building system settings. By integrating digital twins with machine learning algorithms and connecting them directly to building management systems, optimal building control strategies can be automated, thereby reducing energy consumption and improving occupant comfort levels. © 2024 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,211,INCLUDE_AUTO,INCLURE,Tous criteres PASS
155,A cyber-physical system for building automation and control based on a distributed MPC with an efficient method for communication,2021,Scopus,10.1016/j.ejcon.2021.04.008,"This paper introduces a cyber-physical system for building automation and control that is developed based on a distributed model predictive control. The implemented distributed method significantly reduces computation overhead with respect to the centralized methods. However, continuous data transfer between subsystems, which are often far from each other, is required when using this method. Information transmission between subsystems is very often subject to the limitations of transmission bandwidth and/or short communication range resulting in significant communication overhead. This causes significant time latency between making measurements and applying control commands, which adversely affects the control performance. Therefore, the distributed method used in this paper implements a two-level communication architecture to reduce the communication overhead. In order to avoid collision in communication inside neighborhood using this method, the TDMA-OFDMA scheme is used for wireless communication between distributed devices. Under these assumptions, the communication overhead is calculated. Then, a novel algorithm for finding the size of neighborhoods resulting in the lowest time latency between making measurements and applying control commands is presented for a typical office building. Finally, the satisfactory performance of the proposed cyber-physical system for the temperature control of a typical office building in the presence of disturbance and model inaccuracy is illustrated using computer simulations. © 2024 Elsevier B.V., All rights reserved.",WEAK,WEAK,PASS,WEAK,217,BORDERLINE,EXCLURE,"3 WEAKs, communication-focused, validation faible"
158,Smart buildings in the smart grid: Contract-based design of an integrated energy management system,2015,Scopus | Web of Science,10.1007/978-3-662-45928-7_5,"In a supply-following “smart” grid scenario, buildings can exploit remotely controllable thermostats and “smart” meters to communicate with energy providers, trade energy in real-time and offer frequency regulation services, by leveraging the flexibility in the energy consumption of their heating, ventilation and air conditioning (HVAC) systems. The realization of such a scenario is, however, strongly dependent on our ability to radically re-think the way both the grid and the building control algorithms are designed. In this work, we regard the grid as an integrated, distributed, cyber-physical system, and propose a compositional framework for the deployment of an optimal supply-following strategy. We use the concept of assume-guarantee contracts to formalize the requirements of the grid and the building subsystem as well as their interface. At the building level, such formalization leads to the development of an optimal control mechanism to determine the HVAC energy flexibility while maximizing the monetary incentive for it. At the grid level, it allows formulating a model predictive control scheme to optimally control the ancillary service power flow from buildings, while integrating constraints such as ramping rates of ancillary service providers, maximum available ancillary power, and load forecast information. Simulation results illustrate the effectiveness of the proposed design methodology and the improvements brought by the proposed control strategy with respect to the state of the art. © 2015 Elsevier B.V., All rights reserved.",WEAK,PASS,PASS,PASS,232,BORDERLINE,EXCLURE,"Smart grid focus dominant, buildings subordonnes"
160,Smart Energy Utilization for Home Appliances Using Blockchain and Digital Twin Framework,2025,Scopus,10.1109/aimla63829.2025.11041667,"Energy consumption has increased due to the growing usage of electrical appliances in contemporary homes, making predictive maintenance and effective monitoring techniques necessary. In order to improve energy efficiency and appliance management, this study suggests an Internet of Things (IoT)-based power consumption monitoring system that incorporates machine learning(ML) approaches. Predicting power consumption, detecting anomalies to predict failures, estimating appliance longevity, and scheduling maintenance with energy optimization are the four main goals of the system. It combines cloud-based storage, real-time data collecting via hardware implementation, and data-driven analytics that models appliance behaviour using synthetic datasets. The predictive modelling strategy makes use of survival analysis tools, such as Kaplan-Meier and Weibull distribution, for lifespan prediction, Isolation Forests for anomaly identification, and XGBoost for energy forecasting. In order to create an intelligent maintenance scheduling system that guarantees proactive service and optimizes energy use, power consumption trends are also examined. The system's ability to precisely predict energy usage, identify malfunctions, and enhance maintenance plans is demonstrated by experimental findings. Through the use of IoT and ML, this research advances the creation of intelligent energy management systems that improve sustainability, efficiency, and failure prediction in both residential and commercial settings. © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,209,INCLUDE_AUTO,INCLURE,Tous criteres PASS
162,Modelling and prediction of energy efficient building climate toward digital twin integration,2023,Scopus,10.1109/appeec57400.2023.10561934,"Buildings account for a significant share of energy usage on a global scale, with heating, ventilation, and air conditioning (HVAC) systems being the main energy consumers. Building energy management (BEM) is a critical field that focuses on optimizing energy consumption and improving efficiency within commercial structures. Achieving precise indoor temperature prediction and regulation is crucial for enhancing building thermal performance and optimizing thermal energy utilization. Accurately pinpointing the influential parameters and factors is essential to devise an advanced building control system capable of effectively regulating indoor temperature, optimizing thermal energy usage, and improving the overall thermal performance of occupants. The integration of sensor data, internet of thing (IoT) devices, communication protocols, real-time simulations, machine learning, and visualization intelligence creates a digital twin (DT) model of systems. Through the DT model, systems can be dynamically represented and analysed, offering valuable insights for monitoring, optimization, and decision-making. This research analyses the thermal energy performance of a specific zone in the N79 building at Griffith University during the summer season, using sensor data from the BEM system. The objective is to gain insights into energy consumption patterns, temperature regulation, and overall efficiency of the zone, contributing to a better understanding of thermal energy management in the building. © 2024 Elsevier B.V., All rights reserved.",PASS,WEAK,PASS,PASS,213,BORDERLINE,INCLURE,"DT integration N79 zone analysis, IoT+ML"
166,The use of synthesised data for the development of Digital Twin: Chalmers student house case study,2023,Scopus,10.1088/1742-6596/2600/8/082008,"This research focuses on the development of a digital twin for a residential building using a synthesised data approach. The methodology involves five stages, with three of them dedicated to simulating different energy scenarios: actual energy consumption, passive house level consumption, and consumption after the implementation of smart building technology. The selected building is located at the Chalmers Technical University campus in Sweden. Synthesised data is used to simulate the energy demand of the building before and after renovation, as well as after the implementation of smart building technology. A custom agent-based simulation model is developed to simulate the impact of residents' behaviours on the building's energy consumption, and high-resolution data was analysed and synthesised to create a new dataset that was applied to the selected buildings. Finally, the results of the simulations were analysed and compared to assess the potential energy savings and improved energy performance achieved through the implementation of different scenarios. The study provides insights into the energy-efficiency of different measures for reducing energy consumption in residential buildings. The study provides insights into the energy-efficiency of different measures for reducing energy consumption in residential buildings. This research shows the potential of using synthesised data to assess and forecast changes in building stock transformation, even when real data are not available. © 2023 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,225,INCLUDE_AUTO,INCLURE,Tous criteres PASS
167,Towards Automated BIM and BEM Model Generation using a B-Rep-based Method with Topological Map,2024,Scopus,10.5194/isprs-annals-x-4-2024-287-2024,"In many countries, recent boosts in the construction and renovation sectors and energy efficiency directives are driving a growing interest in the built environment among designers and maintainers. In this context, customized software solutions tailored for Building Information Modelling (BIM) and Building Energy Modelling (BEM) are proving to be indispensable for optimizing operational efficiency within the Architecture, Engineering, Construction, Owner, and Operator (AECOO) sector and for facilitating the generation of buildings' Digital Twins (DTs). These DTs rely on accurate geometry and ancillary information (semantics, sensors, etc.) to define properties of single elements, enabling crucial simulations in structural conditions or energy needs. However, BIM and BEM model creation and their enrichment with semantic information are highly time-consuming and prone to manual errors. Hence, there is an increasing demand for automatic methods featuring a high level of geometric accuracy to reconstruct building elements, such as walls, floors, and openings captured via 3D reality-based surveying. This paper introduces an automated method for creating Boundary Representation (B-Rep) models from 3D surveying data for the generation of digital building replicas. The method is based on the detection and computation of topological elements from 3D reality-based point clouds. It proves valuable for architectural or design workflows and for conducting energy or quality system simulations. © 2024 Elsevier B.V., All rights reserved.",PASS,FAIL,PASS,PASS,219,EXCLUDE_AUTO,EXCLURE,FAIL on C2_validation
170,Multi-Objective Optimization for Balancing Thermal Comfort and Energy Efficiency Using Genetic Algorithms within a Digital Twin Model,2025,Scopus,10.18280/jesa.580506,"Optimizing thermal comfort and energy efficiency in shared workspaces is a critical mechanical engineering challenge in modern building management. This study presents a novel multi-objective Genetic Algorithm (GA) approach integrated within a Digital Twin (DT) model to balance these competing objectives in real-time. Our enhanced GA methodology, integrated with a surrogate-assisted strategy using an artificial neural network, demonstrates a 3-5% performance improvement over NSGA-II and MOPSO for the same case study. The proposed framework achieves up to 25% reduction in HVAC energy consumption while maintaining 78% occupant comfort satisfaction, outperforming NSGA-II (22% energy savings, 75% comfort) and MOPSO (20% savings, 74% comfort). These results highlight the benefits of our enhanced GA in discovering superior trade-offs. From a mechanical engineering perspective, the study shows how integrating real-time simulation DT with adaptive GA optimization can guide efficient HVAC operations, providing actionable insights for engineers to improve building energy management. Future work will focus on real-world deployment and dynamic occupant behavior integration to further validate and refine this approach. Limitations include the lack of practical deployment on physical buildings and adaptation across different climatic conditions. Future research should focus on real-world validation, occupant behavior integration, and generalization of the model for diverse building types. © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,218,INCLUDE_AUTO,INCLURE,Tous criteres PASS
171,"Agile, continuous building energy modeling and simulation",2025,Scopus | Web of Science,10.1177/00375497241251852,"Digital twins have emerged as highly valuable tools for model-based planning, simulation and optimization over the last couple of years, thereby demonstrating considerable potential for application within the construction industry. The introduction of building information modeling (BIM) has effectively established a standardized approach to representing building models. However, in practice, many of these models currently exhibit limitations as to their quality, specifically concerning the level of detail they encompass. In addition, BIM models too often are locked inside a specific vendor’s tool which readily implies a lack of platform independence, or interoperability, which, however, is essential for facilitating single and regressive, i.e., after a design change, model-based building performance simulations. Model-based engineering has effectively addressed comparable challenges within the domain of software engineering over the past decades by facilitating the integration and interoperability of models from various origins, by capitalizing on model-based tool integration. Prompted by these advantages, this study introduces a model-based tool environment that addresses the aforesaid challenges concerning BIM model quality and interoperability. Taking advantage of our proposed model-based tool environment, we implement an agile, continuous planning process for regressive, model-based building performance simulations, thereby enhancing building energy efficiency planning. © 2025 Elsevier B.V., All rights reserved.",PASS,FAIL,PASS,PASS,209,EXCLUDE_AUTO,EXCLURE,FAIL on C2_validation
172,A Secure Real-Time Digital Twin Framework for Smart Building Automation Using IoT and Blockchain Technology,2025,IEEE Xplore,10.1109/ies67184.2025.11160755,"This paper presents and validates a practical, modular framework for smart building automation. The primary contribution is the holistic evaluation of a specific, accessible technology stack comprising Home Assistant, consumer-grade IoT devices, a BIM-compatible 3D model, and a Hyperledger Besu blockchain across three critical dimensions: 1) operational performance, measured by real-world device and network latency; 2) data integrity, quantitatively assessed through blockchain transaction throughput and overhead; and 3) end-user usability, evaluated via the comprehensive PIECES satisfaction framework. The proposed system generates a synchronized digital representation of physical buildings, allowing for real-time control and energy optimization. The shortcomings of conventional smart building architectures, particularly data integrity vulnerabilities, are addressed by blockchain smart contracts, which guarantee a tamper-proof log of all critical IoT events. The framework was experimentally tested in a mid-sized educational building, demonstrating high user satisfaction, reliable device performance, and acceptable latency overhead from blockchain operations. The findings support the notion that integrating Digital Twin, IoT, and blockchain can significantly improve operational efficiency, data security, and user engagement in intelligent infrastructure systems. Future work will focus on expanding the framework with AI-driven predictive analytics and scaling the deployment to multistory and multi-location buildings.",PASS,PASS,PASS,PASS,202,INCLUDE_AUTO,INCLURE,Tous criteres PASS
175,Digital Twins in the Built Environment for Indoor Air Quality Management,2025,IEEE Xplore,10.1109/etfa65518.2025.11205769,"Indoor air quality (IAQ) is a crucial aspect of the performance of the built environment that influences the health and wellbeing of occupants. A digital twin (DT) is an emerging technology that enables mirroring of real-world conditions to optimize building operations in anticipation of improvements of the occupant experience. However, existing studies and applications lack a holistic approach using digital twin technologies to quantitatively analyze the interactions between factors affecting indoor air quality. To fill this gap, two cases in a university building in Bristol were selected for in-depth study. IAQ was measured with sensors and simulated using computational fluid dynamics (CFD) in four scenarios. The results show that air temperature and humidity were not significantly affected across different scenarios, whereas CO₂ concentration varied distinctly under different conditions. In the four scenarios, the deviations of the CFD-simulated CO₂ outcomes from real-world measurements were 0.9%, 6.4%, 2.6%, and 2.8% respectively, demonstrating that the CFD simulation can predict and manage indoor air quality with high accuracy. This research reveals the extent to which IAQ factors (e.g., temperature, humidity, CO₂) are affected by window or door operation, room size and occupant distribution. Accordingly, measures for applying multi-functional sensors to monitor building conditions, simulating indoor air quality and optimizing building operations are proposed with the support of digital twin technologies.",PASS,PASS,PASS,PASS,226,INCLUDE_AUTO,INCLURE,Tous criteres PASS
177,Indoor Comfort Assessment Based on a Digital-Twin Platform,2025,Scopus,10.22260/isarc2025/0170,"Indoor comfort is shaped by many factors, such as thermal comfort, air quality, and lighting. Traditional building-management systems often struggle to bring all these elements together and make real-time adjustments. To tackle this challenge, this study develops a digital-twin platform that combines indoor-comfort assessment with intelligent environmental control to realize real-time monitoring, accurate analysis, and efficient management of various environmental parameters. The system is based on building information modeling (BIM) and incorporates real-time sensors and camera data, which are processed to assess and adjust core comfort factors. These include thermal indices (predicted mean vote and predicted percentage of dissatisfied), air-quality metrics (CO2 levels), and lighting conditions like illuminance and color temperature. The platform utilizes Unity for environmental simulation and visualization, integrating smart lighting and air-quality sensors to deliver real-time feedback and control. To demonstrate its application, the study focuses on three common scenarios in educational settings: classroom mode, relaxation mode, and presentation mode. The system can automatically fine-tune environmental settings to meet specific user needs and enhance comfort. The results show that the system successfully bridges monitoring and control across thermal comfort, air quality, and lighting, offering a practical and efficient solution for smart-building management. © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,213,INCLUDE_AUTO,INCLURE,Tous criteres PASS
178,"Monitoring and simulation-based optimization of two multi-apartment NZEBs with heat pump, solar thermal and PV",2024,Scopus | Web of Science,10.1080/19401493.2023.2227605,"For achieving carbon neutrality, new buildings must be built according to very high-performance standards, such that their energy needs can be covered predominantly by onsite renewables. Although the technical solutions for efficient envelopes are well established, heat pumps together with PV have proven to be a reliable HVAC system, the discussion is ongoing regarding the optimal system concept and design for NZEB. Furthermore, the real performance strongly depends on the design, implementation, commissioning and operation. Given the complexity of building and HVAC with the influence of climate and users, a benchmark for optimal operation requires the combination of monitoring analysis and validated component and system models. Different steps and aspects of the calibration and optimization process are presented. The model, representing a step towards a digital twin, was used to improve the operation and derive guidelines for future optimal NZEB HVAC design, commissioning and operation for maximum primary energy savings. HIGHLIGHTS Integrated simulation-based design, commissioning and optimization of Net-zero energy residential buildings Calibrated component as well as building and HVAC system simulation models Simulation assisted commissioning and optimization leads to relevant energy savings NZE Multi-Apartment Buildings possible with optimized system design and control Monthly evaluation of primary energy highlights the need for reduced winter energy demand. © 2024 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,217,INCLUDE_AUTO,INCLURE,Tous criteres PASS
181,Multi-dimensional model and interactive simulation of intelligent construction based on digital twins,2025,Scopus | SpringerNature | Web of Science,10.1038/s41598-025-17100-3,"Throughout the building’s entire lifetime, the construction industry faces significant challenges in the areas of real-time monitoring, energy efficiency, and intelligent decision-making. Traditional approaches lack the responsiveness and integration necessary for smart building operations. As a consequence, they frequently result in delays, inefficiencies in resource utilization, and unsatisfactory interior environments. This research presents a unique framework for enhancing building operations and maintenance, based on Multi-Dimensional Digital Twin Technology-assisted Building Information Modeling (MD-DTT-BIM). The purpose of this framework is to address the challenges that have been identified. The proposed system utilizes real-time data integration, simulation, and predictive analytics to enhance the planning and management of construction projects and facilities simultaneously. The MD-DTT-BIM model achieves substantial performance improvements over existing models, as demonstrated by experimental validation. These improvements include a 97.6% increase in operational efficiency, a 96.7% improvement in real-time monitoring accuracy, a 95.3% reduction in energy consumption, a 94.3% rise in occupant satisfaction, and a 98.3% accuracy in predicting the quality of the indoor environment. Based on these findings, it is evident that the model has the potential to facilitate a transition toward more intelligent and environmentally responsible building methods. © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,212,INCLUDE_AUTO,INCLURE,Tous criteres PASS
185,PROTOT YPING A DIGITAL TWIN - A CASE STUDY of A 'U-SHAPED' MILITARY BUILDING,2022,Scopus,10.2495/eq-v7-n1-83-94,"The aim of the article is to cover part of the issues related to develop a process aimed at defining some essential step to correctly plan a ?smart district? that could dispatch energy produced in excess to the district?s other buildings. The first step has been to search for a type of building with very similar characteristics, such as geometry, zones, with the obvious variant of the geographic localization and thermal behaviour, on the other hand, a certain computational approach has to be set, in order to achieve a further replicable and scalable approach to a small-scale urban building energy modelling (UBEM). Focusing on various characteristics, a standard ?U-shaped? building, belonging to a ?military district? in a southern city of Italy (Bari), has been chosen as a case study. In order to obtain energy information, the authors have started investigating first the basic components of the building through measures, thermal imaging, heat flux sensor, borescope, secondly a BIM model has been set and then enhanced to a Building Energy Model (BEM) trying to replicate the energy behaviour of the case study as close as possible. Although many technological innovations are emerging, the ?BIM to BEM process? and the ?BEM analysis process? itself still depends on too many variables and results on several experiments conducted showed a variation of up 26%, that probably could be improved only by a rigorous/hybrid workflow through a digital twin. © 2023 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,WEAK,245,BORDERLINE,INCLURE,DT prototype U-shaped military building case study
187,"A smart building digital twin prediction framework integrating fiber optic sensing, IoT, and BIM",2025,Scopus,10.1117/12.3074014,"This study proposes a smart building digital twin prediction framework that integrates fiber optic sensing, Internet of Things (IoT), and Building Information Modeling (BIM) to address energy prediction and resource optimization challenges. By leveraging fiber optic sensing and IoT-based data collection, the system monitors key parameters such as energy consumption, indoor temperature, and occupancy in real time, while dynamically updating BIM models for centralized analysis and visualization. The Long Short-Term Memory (LSTM) network was employed to effectively capture non-linear dependencies and temporal patterns in building performance data. Experimental validation was conducted in a smart campus with diverse building types. The LSTM model achieved a mean absolute error (MAE) of 2.3%, significantly outperforming traditional methods such as ARIMA and linear regression. Integrating predictive analytics into BIM enables actionable insights, such as energy usage heatmaps, helping facility managers identify inefficiencies and optimize resource allocation. Resource optimization experiments demonstrated the system's utility, reducing peak energy consumption by 15% and overall consumption by 9.8%. The results underscore the potential of combining fiber optic sensing, predictive analytics, and intuitive visualization to enhance operational efficiency and sustainability, offering a robust solution for smart city and smart building management. © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,FAIL,205,EXCLUDE_AUTO,EXCLURE,FAIL on C4_scope
188,A Deep Learning Based Digital Twin for Indoor Temperature Prediction in Smart Buildings,2024,IEEE Xplore,10.1109/picom64201.2024.00018,"With the advent of the Internet of Things (IoT), smart buildings (SBs) are increasingly equipped with a variety of sensors, including those for temperature, humidity, lighting, and human presence. These SBs often incorporate automated heating, ventilation, and air conditioning (HVAC) systems that generate substantial amounts of data daily. This data can be leveraged to develop and optimize energy-saving strategies. In this context, accurate indoor temperature prediction is essential for effective energy management. Moreover, if used properly, this prediction task can also improve the comfort within SBs. This paper proposes a novel approach to predicting indoor temperature called “Digital Twin for Temperature Prediction (DT4TP)” based on the digital twin paradigm and deep learning (DL) LSTM and BilSTM models. DT4TP has been designed to process real-time and historical data from various IoT sensors in SBs during the winter and summer seasons and to predict the temperature in the future in such environments. DT4TP has been validated through a case study developed at ICAR-CNR in Rende, Italy, and through a state-of-the-art dataset collected from office rooms in Hebei, China. Furthermore, this paper compares the proposed approach with well-known algorithms such as ANN, DNN, CNN, LSTM, and GRU. The comparison uses metrics such as MAE, MSE, RMSE, and $R^{2}$. The proposed approach can improve the temperature management of the HVAC system offering benefits for SB operations.",PASS,PASS,PASS,PASS,230,INCLUDE_AUTO,INCLURE,Tous criteres PASS
189,Towards a Digital Twin for Buildings IAQ and Thermal Comfort Monitoring,2025,Scopus | Web of Science,10.3390/app151910444,"Several studies have proven the impact of the quality of indoor environmental conditions on human professional and cognitive performances. Additionally, building energy efficiency and indoor comfort have attracted increasing interest, encouraging the implementation of advanced digital technologies and platforms for a more efficient management of buildings. In this context, this study proposes a new framework for an effective BIM-IoT integration leading to a nearly Digital Twin (DT) relying on a BIM model equipped with regularly-generated IEQ reports summarizing statistics from real-time collected data to support facility managers’ decision-making. Despite the relevant literature on the subject, the proposed methodology introduces some novelties, as monthly results of Indoor Air Quality (IAQ) and thermal comfort evaluation are provided by open HTML reports automatically generated through a Python 3.10 code from sensor data. These reports are easily readable without needing any external platform to be visualized and are directly accessible through BIM models. The proposed methodology has been validated on a pilot case study, thus proving its efficiency, effectiveness, and robustness in terms of automation level, interoperability, adaptability, reliability, accuracy in data visualization, and management. The study shows promising results but also some issues that could be addressed through further development of the research. © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,212,INCLUDE_AUTO,INCLURE,Tous criteres PASS
